entity_key,parent_key,parent_name,method,confidence,group_size
AMERICAN INDIAN CHRISTIAN MISSION,AMERICAN INDIAN CHRISTIAN MISSION,AMERICAN INDIAN CHRISTIAN MISSION,parent,singleton,1
AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL,AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL,AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL,parent,singleton,1
AMERICAN LEADERSHIP ACADEMY,AMERICAN LEADERSHIP ACADEMY,AMERICAN LEADERSHIP ACADEMY,parent,singleton,1
AMERICAN MEDICAL RESPONSE,AMERICAN MEDICAL RESPONSE,AMERICAN MEDICAL RESPONSE,parent,singleton,1
AMERICAN MEETING & MANAGEMENT LLC,AMERICAN MEETING & MANAGEMENT LLC,AMERICAN MEETING & MANAGEMENT LLC,parent,singleton,1
AMERICAN NICKELOID COMPANY,AMERICAN NICKELOID COMPANY,AMERICAN NICKELOID COMPANY,parent,singleton,1
"AMERICAN OVERSIGHT, INC","AMERICAN OVERSIGHT, INC","AMERICAN OVERSIGHT, INC",parent,singleton,1
AMERICAN ROAD MAINTENANCE,AMERICAN ROAD MAINTENANCE,AMERICAN ROAD MAINTENANCE,parent,singleton,1
AMERICAN SOCIETY FOR TRAINING AND DEVELOPMENT,AMERICAN SOCIETY FOR TRAINING AND DEVELOPMENT,AMERICAN SOCIETY FOR TRAINING AND DEVELOPMENT,parent,singleton,1
"AMERICAN VIRTUAL ACADEMY D.B.A FLIPSWITCH, STRONGMIND, PR","AMERICAN VIRTUAL ACADEMY D.B.A FLIPSWITCH, STRONGMIND, PR","AMERICAN VIRTUAL ACADEMY D.B.A FLIPSWITCH, STRONGMIND, PR",parent,singleton,1
AMES COMBS JOINT VENTURE,AMES COMBS JOINT VENTURE,AMES COMBS JOINT VENTURE,parent,singleton,1
AMES CONSTRUCTION INC,AMES CONSTRUCTION INC,AMES CONSTRUCTION INC,parent,singleton,1
AMIRA LEARNING INC,AMIRA LEARNING INC,AMIRA LEARNING INC,parent,singleton,1
AMITY FOUNDATION,AMITY FOUNDATION,AMITY FOUNDATION,parent,singleton,1
AMR HOLDCO INC,AMR HOLDCO INC,AMR HOLDCO INC,parent,singleton,1
ANDARONA HOSPITALITY LLC,ANDARONA HOSPITALITY LLC,ANDARONA HOSPITALITY LLC,parent,singleton,1
ANDERSON CLARKSON JOHNSON BROWN PLLC,ANDERSON CLARKSON JOHNSON BROWN PLLC,ANDERSON CLARKSON JOHNSON BROWN PLLC,parent,singleton,1
ANDERSON ENTERPRISES,ANDERSON ENTERPRISES,ANDERSON ENTERPRISES,parent,singleton,1
ANEW RECOVERY LLC,ANEW RECOVERY LLC,ANEW RECOVERY LLC,parent,singleton,1
ANGEL HEART SERVICES LLC,ANGEL HEART SERVICES LLC,ANGEL HEART SERVICES LLC,parent,singleton,1
ANTELOPE POINT HOLDINGS LLC,ANTELOPE POINT HOLDINGS LLC,ANTELOPE POINT HOLDINGS LLC,parent,singleton,1
ANTELOPE UNION HIGH SCHOOL DISTRICT 50,ANTELOPE UNION HIGH SCHOOL DISTRICT 50,ANTELOPE UNION HIGH SCHOOL DISTRICT 50,parent,singleton,1
ANTHEM PREPARATORY ACADEMY,ANTHEM PREPARATORY ACADEMY,ANTHEM PREPARATORY ACADEMY,parent,singleton,1
ANTHONY G BAGNESCHI PC 401K PLAN,ANTHONY G BAGNESCHI PC 401K PLAN,ANTHONY G BAGNESCHI PC 401K PLAN,parent,singleton,1
ANYTHING IS POSSIBLE YOUT,ANYTHING IS POSSIBLE YOUT,ANYTHING IS POSSIBLE YOUT,parent,singleton,1
ANZA WELLNESS & RECOVERY,ANZA WELLNESS & RECOVERY,ANZA WELLNESS & RECOVERY,parent,singleton,1
APACHE BEHAVIORAL HEALTH SERVICES,APACHE BEHAVIORAL HEALTH SERVICES,APACHE BEHAVIORAL HEALTH SERVICES,parent,high,2
APACHE BEHAVIORAL HLTH SV,APACHE BEHAVIORAL HLTH SV,APACHE BEHAVIORAL HLTH SV,parent,singleton,1
APACHE COUNTY,APACHE COUNTY,APACHE COUNTY,parent,singleton,1
APACHE EQUIPMENT CORPORATION,APACHE EQUIPMENT CORPORATION,APACHE EQUIPMENT CORPORATION,parent,singleton,1
APACHE HEALTH LLC,APACHE BEHAVIORAL HEALTH SERVICES,APACHE BEHAVIORAL HEALTH SERVICES,token_subset,high,2
APACHE JUNCTION FIRE DISTRICT,APACHE JUNCTION FIRE DISTRICT,APACHE JUNCTION FIRE DISTRICT,parent,singleton,1
APACHE JUNCTION SEWER DISTRICT,APACHE JUNCTION SEWER DISTRICT,APACHE JUNCTION SEWER DISTRICT,parent,singleton,1
APACHE JUNCTION USD NO 43,APACHE JUNCTION USD NO 43,APACHE JUNCTION USD NO 43,parent,singleton,1
APACHE NRCD,APACHE NRCD,APACHE NRCD,parent,singleton,1
APACHE SANDS SERVICE CENTER INC,APACHE SANDS SERVICE CENTER INC,APACHE SANDS SERVICE CENTER INC,parent,singleton,1
APACHE WELLS COUNTRY CLUB,APACHE WELLS COUNTRY CLUB,APACHE WELLS COUNTRY CLUB,parent,singleton,1
APEX RECOVERY CENTER LLC,APEX RECOVERY CENTER LLC,APEX RECOVERY CENTER LLC,parent,singleton,1
APL ACCESS AND SECURITY INC,APL ACCESS AND SECURITY INC,APL ACCESS AND SECURITY INC,parent,singleton,1
APOGEE BEHAVIORAL HEALTH,APOGEE BEHAVIORAL HEALTH,APOGEE BEHAVIORAL HEALTH,parent,singleton,1
APOGEE MENTAL HEALTH SRVS,APOGEE MENTAL HEALTH SRVS,APOGEE MENTAL HEALTH SRVS,parent,singleton,1
APPLE COMPUTER INC,APPLE COMPUTER INC,APPLE COMPUTER INC,parent,singleton,1
APPLICATION SOFTWARE INC,APPLICATION SOFTWARE INC,APPLICATION SOFTWARE INC,parent,singleton,1
APPLIED CONCEPTS INC,APPLIED CONCEPTS INC,APPLIED CONCEPTS INC,parent,singleton,1
APPLIED MEMETICS LLC,APPLIED MEMETICS LLC,APPLIED MEMETICS LLC,parent,singleton,1
APPLIED TRAINING SYSTEMS INC,APPLIED TRAINING SYSTEMS INC,APPLIED TRAINING SYSTEMS INC,parent,singleton,1
APPRAISAL TECHNOLOGY INC,APPRAISAL TECHNOLOGY LLC,APPRAISAL TECHNOLOGY LLC,norm_exact,high,2
APPRAISAL TECHNOLOGY LLC,APPRAISAL TECHNOLOGY LLC,APPRAISAL TECHNOLOGY LLC,parent,high,2
APPRISS INC,APPRISS INC,APPRISS INC,parent,singleton,1
APPRISS INSIGHTS,APPRISS INSIGHTS,APPRISS INSIGHTS,parent,singleton,1
APRENDER TUCSON,APRENDER TUCSON,APRENDER TUCSON,parent,singleton,1
"ARAMARK CORRECTIONAL SERVICES, LLC","ARAMARK CORRECTIONAL SERVICES, LLC","ARAMARK CORRECTIONAL SERVICES, LLC",parent,singleton,1
ARAMARK SPORTS & ENTERTAINMENT,ARAMARK SPORTS AND ENTERTAINMENT SERVICES LLC,ARAMARK SPORTS AND ENTERTAINMENT SERVICES LLC,token_subset,high,2
ARAMARK SPORTS AND ENTERTAINMENT SERVICES LLC,ARAMARK SPORTS AND ENTERTAINMENT SERVICES LLC,ARAMARK SPORTS AND ENTERTAINMENT SERVICES LLC,parent,high,2
ARBOR E & T LLC,ARBOR E & T LLC,ARBOR E & T LLC,parent,singleton,1
ARCADIS A CALIFORNIA PARTNERSHIP,ARCADIS A CALIFORNIA PARTNERSHIP,ARCADIS A CALIFORNIA PARTNERSHIP,parent,singleton,1
ARCADIS US INC,ARCADIS US INC,ARCADIS US INC,parent,singleton,1
ARCHER WESTERN CONSTRUCTION LLC,ARCHER WESTERN CONSTRUCTION LLC,ARCHER WESTERN CONSTRUCTION LLC,parent,singleton,1
ARCHIE HENDRICKS SR SKILL,ARCHIE HENDRICKS SR SKILL,ARCHIE HENDRICKS SR SKILL,parent,singleton,1
ARCHWAY CLASSICAL ACADEMY ARETE,ARCHWAY CLASSICAL ACADEMY ARETE,ARCHWAY CLASSICAL ACADEMY ARETE,parent,singleton,1
ARCHWAY CLASSICAL ACADEMY CHANDLER,ARCHWAY CLASSICAL ACADEMY CHANDLER,ARCHWAY CLASSICAL ACADEMY CHANDLER,parent,singleton,1
ARCHWAY CLASSICAL ACADEMY CICERO,ARCHWAY CLASSICAL ACADEMY CICERO,ARCHWAY CLASSICAL ACADEMY CICERO,parent,singleton,1
ARCHWAY CLASSICAL ACADEMY GLENDALE,ARCHWAY CLASSICAL ACADEMY GLENDALE,ARCHWAY CLASSICAL ACADEMY GLENDALE,parent,singleton,1
ARCHWAY CLASSICAL ACADEMY GOODYEAR,ARCHWAY CLASSICAL ACADEMY GOODYEAR,ARCHWAY CLASSICAL ACADEMY GOODYEAR,parent,singleton,1
ARCHWAY CLASSICAL ACADEMY SCOTTSDALE,ARCHWAY CLASSICAL ACADEMY SCOTTSDALE,ARCHWAY CLASSICAL ACADEMY SCOTTSDALE,parent,singleton,1
ARCHWAY CLASSICAL ACADEMY SOUTH GILBERT,ARCHWAY CLASSICAL ACADEMY SOUTH GILBERT,ARCHWAY CLASSICAL ACADEMY SOUTH GILBERT,parent,singleton,1
ARCHWAY CLASSICAL ACADEMY TRIVIUM,ARCHWAY CLASSICAL ACADEMY TRIVIUM,ARCHWAY CLASSICAL ACADEMY TRIVIUM,parent,singleton,1
ARCHWAY CLASSICAL ACADEMY VERITAS,ARCHWAY CLASSICAL ACADEMY VERITAS,ARCHWAY CLASSICAL ACADEMY VERITAS,parent,singleton,1
ARCIS GOLF LLC,ARCIS GOLF LLC,ARCIS GOLF LLC,parent,singleton,1
ARCLIGHT ENERGY PARTNERS FUND V LP,ARCLIGHT ENERGY PARTNERS FUND V LP,ARCLIGHT ENERGY PARTNERS FUND V LP,parent,singleton,1
AREA AGENCY ON AGING REGION ONE INC,AREA AGENCY ON AGING REGION ONE INC,AREA AGENCY ON AGING REGION ONE INC,parent,singleton,1
AREF MARICOPA LP,AREF MARICOPA LP,AREF MARICOPA LP,parent,singleton,1
ARETE PREPARATORY ACADEMY,ARETE PREPARATORY ACADEMY,ARETE PREPARATORY ACADEMY,parent,singleton,1
ARISE TREATMENT CENTER LL,ARISE TREATMENT CENTER LL,ARISE TREATMENT CENTER LL,parent,singleton,1
ARIZONA AGRIBUSINESS & EQUINE CENTER INC,ARIZONA AGRIBUSINESS & EQUINE CENTER INC,ARIZONA AGRIBUSINESS & EQUINE CENTER INC,parent,singleton,1
ARIZONA ALLIANCE OF BOYS AND GIRLS CLUBS,ARIZONA ALLIANCE OF BOYS AND GIRLS CLUBS,ARIZONA ALLIANCE OF BOYS AND GIRLS CLUBS,parent,singleton,1
ARIZONA ALTERNATIVE SUPPO,ARIZONA ALTERNATIVE SUPPO,ARIZONA ALTERNATIVE SUPPO,parent,singleton,1
ARIZONA ALZHEIMERS RESEARCH CENTER INC,ARIZONA ALZHEIMERS RESEARCH CENTER INC,ARIZONA ALZHEIMERS RESEARCH CENTER INC,parent,singleton,1
ARIZONA ASSN FFA,ARIZONA ASSN FFA,ARIZONA ASSN FFA,parent,singleton,1
ARIZONA ASSN FOR THE EDUCATION OF YOUNG CHILDREN,ARIZONA ASSN FOR THE EDUCATION OF YOUNG CHILDREN,ARIZONA ASSN FOR THE EDUCATION OF YOUNG CHILDREN,parent,singleton,1
ARIZONA ASSN OF COMMUNITY HEALTH CENTERS,ARIZONA ASSN OF COMMUNITY HEALTH CENTERS,ARIZONA ASSN OF COMMUNITY HEALTH CENTERS,parent,singleton,1
ARIZONA ASSN OF FAMILY CARE PROVIDERS,ARIZONA ASSN OF FAMILY CARE PROVIDERS,ARIZONA ASSN OF FAMILY CARE PROVIDERS,parent,singleton,1
ARIZONA ASSOCIATION FFA,ARIZONA ASSOCIATION FFA,ARIZONA ASSOCIATION FFA,parent,singleton,1
ARIZONA ASSOCIATION OF COMMUNITY HEALTH CENTERS,ARIZONA ASSOCIATION OF COMMUNITY HEALTH CENTERS,ARIZONA ASSOCIATION OF COMMUNITY HEALTH CENTERS,parent,singleton,1
ARIZONA ASSOCIATION OF CONSERVATION DIST,ARIZONA ASSOCIATION OF CONSERVATION DIST,ARIZONA ASSOCIATION OF CONSERVATION DIST,parent,singleton,1
ARIZONA ASSOCIATION OF CONSERVATION DISTRICTS,ARIZONA ASSOCIATION OF CONSERVATION DISTRICTS,ARIZONA ASSOCIATION OF CONSERVATION DISTRICTS,parent,singleton,1
ARIZONA AUTISM CHARTER SCHOOLS,ARIZONA AUTISM CHARTER SCHOOLS,ARIZONA AUTISM CHARTER SCHOOLS,parent,high,2
ARIZONA AUTISM CHARTER SCHOOLS INC,ARIZONA AUTISM CHARTER SCHOOLS,ARIZONA AUTISM CHARTER SCHOOLS,norm_exact,high,2
ARIZONA AUTISM UNITED INC,ARIZONA AUTISM UNITED INC,ARIZONA AUTISM UNITED INC,parent,singleton,1
ARIZONA BAPTIST CHILDRENS SVCS,ARIZONA BAPTIST CHILDRENS SVCS,ARIZONA BAPTIST CHILDRENS SVCS,parent,singleton,1
ARIZONA BASKETBALL COACHES ASSOCIATION INC,ARIZONA BASKETBALL COACHES ASSOCIATION INC,ARIZONA BASKETBALL COACHES ASSOCIATION INC,parent,singleton,1
ARIZONA BEHAVIORAL HEALTH,ARIZONA BEHAVIORAL HEALTH,ARIZONA BEHAVIORAL HEALTH,parent,singleton,1
ARIZONA BEHAVORIAL HEALTH CORP,ARIZONA BEHAVORIAL HEALTH CORP,ARIZONA BEHAVORIAL HEALTH CORP,parent,singleton,1
ARIZONA BOTTLED WATER,ARIZONA BOTTLED WATER,ARIZONA BOTTLED WATER,parent,singleton,1
ARIZONA BROADCASTORS ASSN,ARIZONA BROADCASTORS ASSN,ARIZONA BROADCASTORS ASSN,parent,singleton,1
ARIZONA BRUSH MANAGEMENT LLC,ARIZONA BRUSH MANAGEMENT LLC,ARIZONA BRUSH MANAGEMENT LLC,parent,singleton,1
ARIZONA BUSINESS AND EDUCATION COALITION,ARIZONA BUSINESS AND EDUCATION COALITION,ARIZONA BUSINESS AND EDUCATION COALITION,parent,singleton,1
ARIZONA CALL-A TEEN,ARIZONA CALL-A TEEN,ARIZONA CALL-A TEEN,parent,singleton,1
ARIZONA CAREER PATHWAYS,ARIZONA CAREER PATHWAYS,ARIZONA CAREER PATHWAYS,parent,singleton,1
ARIZONA CENTER FOR AFTERSCHOOL EXCELLENCE,ARIZONA CENTER FOR AFTERSCHOOL EXCELLENCE,ARIZONA CENTER FOR AFTERSCHOOL EXCELLENCE,parent,singleton,1
ARIZONA CENTER FOR FAMILY,ARIZONA CENTER FOR FAMILY,ARIZONA CENTER FOR FAMILY,parent,singleton,1
ARIZONA CENTER FOR LAW IN THE PUBLIC INTEREST,ARIZONA CENTER FOR LAW IN THE PUBLIC INTEREST,ARIZONA CENTER FOR LAW IN THE PUBLIC INTEREST,parent,singleton,1
ARIZONA CHAMBER FOUNDATION,ARIZONA CHAMBER FOUNDATION,ARIZONA CHAMBER FOUNDATION,parent,singleton,1
ARIZONA CHAPTER ASSOCIATED GENERAL CONTRACTORS OF AMERICA AP,ARIZONA CHAPTER ASSOCIATED GENERAL CONTRACTORS OF AMERICA AP,ARIZONA CHAPTER ASSOCIATED GENERAL CONTRACTORS OF AMERICA AP,parent,singleton,1
ARIZONA CHILD AND FAMILY ADVOCACY NETWORK,ARIZONA CHILD AND FAMILY ADVOCACY NETWORK,ARIZONA CHILD AND FAMILY ADVOCACY NETWORK,parent,singleton,1
ARIZONA CHRISTIAN UNIVERSITY,ARIZONA CHRISTIAN UNIVERSITY,ARIZONA CHRISTIAN UNIVERSITY,parent,singleton,1
ARIZONA CNC EQUIPMENT LLC,ARIZONA CNC EQUIPMENT LLC,ARIZONA CNC EQUIPMENT LLC,parent,singleton,1
ARIZONA COALITION TO END SEXUAL & DOMESTIC VIOLENCE,ARIZONA COALITION TO END SEXUAL & DOMESTIC VIOLENCE,ARIZONA COALITION TO END SEXUAL & DOMESTIC VIOLENCE,parent,singleton,1
ARIZONA COLLEGE FOOTBALL CHAMPIONSHIP FOUNDATION,ARIZONA COLLEGE FOOTBALL CHAMPIONSHIP FOUNDATION,ARIZONA COLLEGE FOOTBALL CHAMPIONSHIP FOUNDATION,parent,singleton,1
ARIZONA COMFORT ZONE LLC,ARIZONA COMFORT ZONE LLC,ARIZONA COMFORT ZONE LLC,parent,singleton,1
ARIZONA COMMERCE AUTHORITY,ARIZONA COMMERCE AUTHORITY,ARIZONA COMMERCE AUTHORITY,parent,singleton,1
ARIZONA COMMUNITY ACTION ASSN,ARIZONA COMMUNITY ACTION ASSN,ARIZONA COMMUNITY ACTION ASSN,parent,singleton,1
ARIZONA COMMUNITY ACTION ASSOCIATION,ARIZONA COMMUNITY ACTION ASSOCIATION,ARIZONA COMMUNITY ACTION ASSOCIATION,parent,singleton,1
ARIZONA COMMUNITY DEVELOPMENT CORP,ARIZONA COMMUNITY DEVELOPMENT CORPORATION,ARIZONA COMMUNITY DEVELOPMENT CORPORATION,norm_exact,high,2
ARIZONA COMMUNITY DEVELOPMENT CORPORATION,ARIZONA COMMUNITY DEVELOPMENT CORPORATION,ARIZONA COMMUNITY DEVELOPMENT CORPORATION,parent,high,2
ARIZONA COMMUNITY FOUNDATION,ARIZONA COMMUNITY FOUNDATION,ARIZONA COMMUNITY FOUNDATION,parent,singleton,1
ARIZONA COMMUNITY TREE COUNCIL,ARIZONA COMMUNITY TREE COUNCIL,ARIZONA COMMUNITY TREE COUNCIL,parent,singleton,1
ARIZONA CONCERNS OF POLICE SURVIVORS,ARIZONA CONCERNS OF POLICE SURVIVORS,ARIZONA CONCERNS OF POLICE SURVIVORS,parent,singleton,1
ARIZONA CONNECTIONS ACADEMY CHARTER SCHOOL INC,ARIZONA CONNECTIONS ACADEMY CHARTER SCHOOL INC,ARIZONA CONNECTIONS ACADEMY CHARTER SCHOOL INC,parent,singleton,1
ARIZONA COOPERATIVE THERAPIES,ARIZONA COOPERATIVE THERAPIES,ARIZONA COOPERATIVE THERAPIES,parent,singleton,1
ARIZONA CRIME VICTIM RIGHTS LAW GROUP,ARIZONA CRIME VICTIM RIGHTS LAW GROUP,ARIZONA CRIME VICTIM RIGHTS LAW GROUP,parent,singleton,1
ARIZONA CULTURAL ACADEMY,ARIZONA CULTURAL ACADEMY,ARIZONA CULTURAL ACADEMY,parent,singleton,1
"ARIZONA DENTAL INSURANCE SERVICE, INC.","ARIZONA DENTAL INSURANCE SERVICE, INC.","ARIZONA DENTAL INSURANCE SERVICE, INC.",parent,singleton,1
"ARIZONA DENTAL INSURANCE SERVICE\, INC.","ARIZONA DENTAL INSURANCE SERVICE\, INC.","ARIZONA DENTAL INSURANCE SERVICE\, INC.",parent,singleton,1
ARIZONA DIAMONDBACKS FOUNDATION INC,ARIZONA DIAMONDBACKS FOUNDATION INC,ARIZONA DIAMONDBACKS FOUNDATION INC,parent,singleton,1
"ARIZONA DOWNS, LLC","ARIZONA DOWNS, LLC","ARIZONA DOWNS, LLC",parent,singleton,1
ARIZONA EASTERN RAILWAY,ARIZONA EASTERN RAILWAY,ARIZONA EASTERN RAILWAY,parent,high,2
ARIZONA EASTERN RAILWAY COMPANY,ARIZONA EASTERN RAILWAY,ARIZONA EASTERN RAILWAY,norm_exact,high,2
ARIZONA EDUCATION SOLUTIONS,ARIZONA EDUCATION SOLUTIONS,ARIZONA EDUCATION SOLUTIONS,parent,singleton,1
ARIZONA EDUCATIONAL FOUNDATION,ARIZONA EDUCATIONAL FOUNDATION,ARIZONA EDUCATIONAL FOUNDATION,parent,singleton,1
ARIZONA ELECTRICAL APPARATUS INC,ARIZONA ELECTRICAL APPARATUS INC,ARIZONA ELECTRICAL APPARATUS INC,parent,singleton,1
ARIZONA ELEVATOR SOLUTIONS INC,ARIZONA ELEVATOR SOLUTIONS INC,ARIZONA ELEVATOR SOLUTIONS INC,parent,singleton,1
ARIZONA EMERGENCY MEDICAL SYSTEMS INC,ARIZONA EMERGENCY MEDICAL SYSTEMS INC,ARIZONA EMERGENCY MEDICAL SYSTEMS INC,parent,singleton,1
ARIZONA EMERGENCY PRODUCTS INC,ARIZONA EMERGENCY PRODUCTS INC,ARIZONA EMERGENCY PRODUCTS INC,parent,singleton,1
ARIZONA ENVELOPE CO,ARIZONA ENVELOPE CO,ARIZONA ENVELOPE CO,parent,high,2
ARIZONA ENVELOPE COMPANY,ARIZONA ENVELOPE CO,ARIZONA ENVELOPE CO,norm_exact,high,2
ARIZONA ESCROW & FINANCIAL CORPORATION,ARIZONA ESCROW & FINANCIAL CORPORATION,ARIZONA ESCROW & FINANCIAL CORPORATION,parent,singleton,1
ARIZONA FAMILY HEALTH PARTNERSHIP,ARIZONA FAMILY HEALTH PARTNERSHIP,ARIZONA FAMILY HEALTH PARTNERSHIP,parent,singleton,1
ARIZONA FIRE & MEDICAL AUTHORITY,ARIZONA FIRE & MEDICAL AUTHORITY,ARIZONA FIRE & MEDICAL AUTHORITY,parent,singleton,1
ARIZONA FOOD BANK NETWORK,ARIZONA FOOD BANK NETWORK,ARIZONA FOOD BANK NETWORK,parent,singleton,1
ARIZONA FOUNDATION FOR LEGAL SVCS AND EDUCATION,ARIZONA FOUNDATION FOR LEGAL SVCS AND EDUCATION,ARIZONA FOUNDATION FOR LEGAL SVCS AND EDUCATION,parent,singleton,1
ARIZONA FOUNDATION FOR THE FUTURE OF NURSING,ARIZONA FOUNDATION FOR THE FUTURE OF NURSING,ARIZONA FOUNDATION FOR THE FUTURE OF NURSING,parent,singleton,1
ARIZONA FOUNDATION OF HUMAN SERVICE PROVIDERS,ARIZONA FOUNDATION OF HUMAN SERVICE PROVIDERS,ARIZONA FOUNDATION OF HUMAN SERVICE PROVIDERS,parent,singleton,1
ARIZONA GLASS AND DOOR LLC,ARIZONA GLASS AND DOOR LLC,ARIZONA GLASS AND DOOR LLC,parent,singleton,1
ARIZONA GOODWILL EDUCATION SERVICES,ARIZONA GOODWILL EDUCATION SERVICES,ARIZONA GOODWILL EDUCATION SERVICES,parent,singleton,1
ARIZONA HEALTH CARE ASSN,ARIZONA HEALTH CARE ASSN,ARIZONA HEALTH CARE ASSN,parent,singleton,1
ARIZONA HEALTH CARE ASSOCIATION,ARIZONA HEALTH CARE ASSOCIATION,ARIZONA HEALTH CARE ASSOCIATION,parent,singleton,1
ARIZONA HEALTH-E CONNECTION,ARIZONA HEALTH-E CONNECTION,ARIZONA HEALTH-E CONNECTION,parent,singleton,1
ARIZONA HEART FOUNDATION INC,ARIZONA HEART FOUNDATION INC,ARIZONA HEART FOUNDATION INC,parent,singleton,1
ARIZONA HORSEMENS BENEVOLENT & PROTECTIVE ASSOCIATION INC,ARIZONA HORSEMENS BENEVOLENT & PROTECTIVE ASSOCIATION INC,ARIZONA HORSEMENS BENEVOLENT & PROTECTIVE ASSOCIATION INC,parent,singleton,1
ARIZONA HOSPITAL AND HEALTHCARE ASSN,ARIZONA HOSPITAL AND HEALTHCARE ASSN,ARIZONA HOSPITAL AND HEALTHCARE ASSN,parent,singleton,1
ARIZONA HOSPITAL AND HEALTHCARE ASSOCIATION,ARIZONA HOSPITAL AND HEALTHCARE ASSOCIATION,ARIZONA HOSPITAL AND HEALTHCARE ASSOCIATION,parent,singleton,1
ARIZONA HOUSING COALITION,ARIZONA HOUSING COALITION,ARIZONA HOUSING COALITION,parent,high,3
ARIZONA HOUSING DEVELOPMENT CORPORATION,ARIZONA HOUSING COALITION,ARIZONA HOUSING COALITION,token_subset,high,3
ARIZONA HOUSING INC,ARIZONA HOUSING COALITION,ARIZONA HOUSING COALITION,token_subset,high,3
ARIZONA HUMANE SOCIETY,ARIZONA HUMANE SOCIETY,ARIZONA HUMANE SOCIETY,parent,singleton,1
ARIZONA IMMIGRANT AND REFUGEE SERVICES,ARIZONA IMMIGRANT AND REFUGEE SERVICES,ARIZONA IMMIGRANT AND REFUGEE SERVICES,parent,singleton,1
ARIZONA INDUSTRIAL DEVELOPMENT AUTHORITY,ARIZONA INDUSTRIAL DEVELOPMENT AUTHORITY,ARIZONA INDUSTRIAL DEVELOPMENT AUTHORITY,parent,singleton,1
ARIZONA INTERGRATED TELE,ARIZONA INTERGRATED TELE,ARIZONA INTERGRATED TELE,parent,singleton,1
ARIZONA JEWISH HISTORICAL SOCIETY,ARIZONA JEWISH HISTORICAL SOCIETY,ARIZONA JEWISH HISTORICAL SOCIETY,parent,singleton,1
ARIZONA JUSTICE PROJECT,ARIZONA JUSTICE PROJECT,ARIZONA JUSTICE PROJECT,parent,singleton,1
ARIZONA LATINO LEADERS IN EDUCATION,ARIZONA LATINO LEADERS IN EDUCATION,ARIZONA LATINO LEADERS IN EDUCATION,parent,singleton,1
ARIZONA LIBRARY ASSN,ARIZONA LIBRARY ASSN,ARIZONA LIBRARY ASSN,parent,singleton,1
ARIZONA LODGING & TOURISM ASSN,ARIZONA LODGING & TOURISM ASSN,ARIZONA LODGING & TOURISM ASSN,parent,singleton,1
ARIZONA MEDIA ASSOCIATION,ARIZONA MEDIA ASSOCIATION,ARIZONA MEDIA ASSOCIATION,parent,singleton,1
ARIZONA MONTESSORI CHARTER SCHOOL AT ANTHEM,ARIZONA MONTESSORI CHARTER SCHOOL AT ANTHEM,ARIZONA MONTESSORI CHARTER SCHOOL AT ANTHEM,parent,singleton,1
ARIZONA MUNICIPAL RISK RETENTION POOL,ARIZONA MUNICIPAL RISK RETENTION POOL,ARIZONA MUNICIPAL RISK RETENTION POOL,parent,singleton,1
ARIZONA NATIONAL LIVESTOCK SHOW INC,ARIZONA NATIONAL LIVESTOCK SHOW INC,ARIZONA NATIONAL LIVESTOCK SHOW INC,parent,singleton,1
ARIZONA OPERA COMPANY,ARIZONA OPERA COMPANY,ARIZONA OPERA COMPANY,parent,singleton,1
ARIZONA OPPORTUNITIES INDUSTRIALIZATION CENTER,ARIZONA OPPORTUNITIES INDUSTRIALIZATION CENTER,ARIZONA OPPORTUNITIES INDUSTRIALIZATION CENTER,parent,singleton,1
ARIZONA OUTDOOR ADVERTISERS INCORPORATED,ARIZONA OUTDOOR ADVERTISERS INCORPORATED,ARIZONA OUTDOOR ADVERTISERS INCORPORATED,parent,singleton,1
ARIZONA PARTNERSHIP FOR CHILDREN LLP,ARIZONA PARTNERSHIP FOR CHILDREN LLP,ARIZONA PARTNERSHIP FOR CHILDREN LLP,parent,singleton,1
"ARIZONA PHYSICIANS IPA, INC.","ARIZONA PHYSICIANS IPA, INC.","ARIZONA PHYSICIANS IPA, INC.",parent,high,6
ARIZONA PHYSICIANS IPA/UHC-CRS FI,"ARIZONA PHYSICIANS IPA, INC.","ARIZONA PHYSICIANS IPA, INC.",token_jaccard+token_subset,high,6
ARIZONA PHYSICIANS IPA/UHC-CRS ONLY,"ARIZONA PHYSICIANS IPA, INC.","ARIZONA PHYSICIANS IPA, INC.",token_jaccard+token_subset,high,6
ARIZONA PHYSICIANS IPA/UHC-CRS PA,"ARIZONA PHYSICIANS IPA, INC.","ARIZONA PHYSICIANS IPA, INC.",token_jaccard+token_subset,high,6
ARIZONA PHYSICIANS IPA/UHC-CRS PBH,"ARIZONA PHYSICIANS IPA, INC.","ARIZONA PHYSICIANS IPA, INC.",token_jaccard+token_subset,high,6
ARIZONA PHYSICIANS IPA/UHC-CRS RI ONLY,"ARIZONA PHYSICIANS IPA, INC.","ARIZONA PHYSICIANS IPA, INC.",token_jaccard+token_subset,high,6
"ARIZONA PHYSICIANS IPA\, INC.","ARIZONA PHYSICIANS IPA\, INC.","ARIZONA PHYSICIANS IPA\, INC.",parent,singleton,1
